ID_cannot_be_submitted,attribute,value_de_DE,value_cs_CZ,value_en_US,value_sk_SK,value_pl_pl,value_fr_fr,value_it_it,multilanguage,title_de_DE
2538965,allergen,Eiweiß,Proteiny,Protein,Vaječné bielka,Białko,Protéines,Proteine,1,Allergene
2529398,allergen,Eier und daraus gewonnene Erzeugnisse und Sulfite,Vejce a výrobky z nich a siřičitany,Eggs and products thereof and sulphites,Vajcia a výrobky z nich a sulfity,Jaja i produkty pochodne oraz siarczyny,"Œufs et produits dérivés, sulfites","Uova e prodotti derivati, nonché solfiti",1,Allergene
2529561,allergen,"Eier: Spuren möglich, Gluten: enthalten, Milch: enthalten, Nuss: Spuren möglich, Sesam: enthalten,","Vejce: může obsahovat stopové množství, lepek: obsažen, mléko: obsaženo, ořechy: může obsahovat stopová množství, sezam: obsažen,","Eggs: traces possible; contains: gluten; contains: milk; nuts: traces possible, contains: sesame,","Vajcia: Možné stopy, glutén: obsahuje, mlieko: obsahuje, orechy: možné stopy, sezam: obsahuje,","Jaja: możliwe śladowe ilości, gluten: zawiera, mleko: zawiera, orzechy: możliwe śladowe ilości, sezam: zawiera.","Œufs : traces possibles, gluten : contenu, lait : contenu, noix : traces possibles, sésame : contenu,","Uova: possibili tracce, glutine: presente, latte: presente, frutta a guscio: possibili tracce, sesamo: presente,",1,Allergene
1368085,allergen,Keine,Žádné,None,Žiadne,Brak alergenów,Non contenu(s),Nessuno,1,Allergene
1420449,allergen,Kann enthalten: Queenslandnüsse sowie daraus gewonnene Erzeugnisse,Může obsahovat: queenslandské ořechy a výrobky z nich,May contain: Queensland nuts (macadamia) and products thereof,Môže obsahovať: Queenslandské orechy a výrobky z nich,Może zawierać orzechy Queensland i produkty pochodne.,Peut contenir : noix de macadamia et produits dérivés,Può contenere: noci del Queensland e prodotti derivati,1,Allergene
1420442,allergen,Kann enthalten: Haselnüsse sowie daraus hergestellte Erzeugnisse,Může obsahovat: lískové ořechy a výrobky z nich,May contain: Hazelnuts and products thereof,Môže obsahovať: Lieskové orechy a výrobky z nich,Może zawierać Orzechy laskowe i produkty pochodne,Peut contenir : noisettes et produits dérivés,Può contenere: nocciole e prodotti derivati,1,Allergene
2529553,allergen,Nüsse wie Mandeln und Kokos enthalten,"Obsahuje ořechy, jako jsou mandle a kokos",Contains nuts such as almonds and coconut,Obsahuje orechy ako mandle a kokos,"Orzechy, takie jak migdały i orzech kokosowy",Contient des fruits à coque tels que des amandes et de la noix de coco,"Contiene noci, come mandorle e cocco",1,Allergene
2529668,allergen,"Spuren von Gluten, Milch, Senf, Soja und Sellerie möglich","Může obsahovat stopy lepku, mléka, hořčice, sóji a celeru","Traces of gluten, milk, mustard, soy and celeriac possible","Možné stopy gluténu, mlieka, horčice, sóje a zeleru","Może zawierać śladowe ilości glutenu, mleka, gorczycy, soi i selera.","Traces possibles de gluten, de lait, de moutarde, de soja et de céleri","Può contenere tracce di glutine, latte, senape, soia e sedano",1,Allergene
2529630,allergen,Glutenhaltige Getreide enthalten,Obsahuje obiloviny obsahující lepek,Contains cereals with gluten,Obsahuje obilniny obsahujúce glutén,Zawiera zboża glutenowe.,Contient des céréales comportant du gluten,Contiene cereali contenenti glutine,1,Allergene
1370020,allergen,Schwefeldioxid und Sulfite,Oxid siřičitý a siřičitany,Sulphur dioxide and sulphites,Oxid siričitý a sulfity,Dwutlenek siarki i siarczyny,dioxyde de soufre et sulfites,Anidride solforosa e solfiti,1,Allergene
2529559,allergen,Spuren von Soja und denen daraus gewonnenen Erzeugnisse möglich,Může obsahovat stopy sóji a výrobků z ní,Traces of soy and products thereof possible,Možné stopy sóje a výrobkov z nej,Może zawierać śladowe ilości soi i jej produktów pochodnych.,Traces possibles de soja et de produits dérivés,Può contenere tracce di soia e prodotti a base di soia,1,Allergene
1420453,allergen,Kann enthalten: Schwefeldioxid und Sulfite,Může obsahovat: oxid siřičitý a siřičitany,May contain: Sulphur dioxide and sulphites,Môže obsahovať: Oxid siričitý a sulfity,Może zawierać dwutlenek siarki i siarczyny.,Peut contenir : dioxyde de soufre et sulfites,Può contenere: anidride solforosa e solfiti,1,Allergene
1420432,allergen,"Kann enthalten: Glutenhaltiges Getreide, namentlich Hafer, sowie daraus hergestellte Erzeugnisse","Může obsahovat: obiloviny s obsahem lepku, konkrétně oves, a výrobky z nich","May contain: Cereals containing gluten, namely oats, and products thereof","Môže obsahovať: Obilniny obsahujúce glutén, konkrétne ovos a výrobky z neho",Może zawierać zboża glutenowe (tj. owies) i produkty pochodne.,"Peut contenir : céréales contenant du gluten, notamment l’avoine, ainsi que les produits dérivés","Può contenere: cereali contenenti glutine, in particolare avena, e prodotti derivati",1,Allergene
1436442,allergen,"Kann spuren von Haselnüssen und Erdnüssen, Emulgator Soja- Lecithin","Může obsahovat stopy lískových ořechů a arašídů, emulgátor sójový lecitin","May contain traces of hazelnuts and peanuts, emulsifier soy lecithin","Môže obsahovať stopy vlašských orechov a arašidov, emulgátor sójový lecitín","Może zawierać śladowe ilości orzechów laskowych, orzechów ziemnych oraz lecytynę sojową (emulgator).","Peut contenir des traces de noisettes et d’arachides, émulsifiant : lécithine de soja.","Può contenere tracce di nocciole e arachidi, emulsionante lecitina di soia",1,Allergene
2529395,allergen,"Spuren von Milch, Sesam und Erdnüssen","Stopy mléka, sezamu a arašídů","Traces of milk, sesame and peanuts","Stopy mlieka, sezamu a arašidov","Może zawierać śladowe ilości mleka, sezamu i orzechów ziemnych.","Traces de lait, de sésame et d’arachide","Tracce di latte, sesamo e arachidi",1,Allergene
1420431,allergen,"Kann enthalten: Glutenhaltiges Getreide, namentlich Gerste, sowie daraus hergestellte Erzeugnisse","Může obsahovat: obiloviny obsahující lepek, konkrétně ječmen, a výrobky z nich","May contain: Cereals containing gluten, namely barley, and products thereof","Môže obsahovať: Obilniny obsahujúce glutén, konkrétne jačmeň a výrobky z neho",Może zawierać zboża glutenowe (tj. jęczmień) i produkty pochodne.,"Peut contenir : céréales contenant du gluten, notamment l’orge, ainsi que les produits dérivés","Può contenere: cereali contenenti glutine, in particolare orzo, e prodotti derivati",1,Allergene
2542783,allergen,Umbellifeferae,Miříkovité,Umbellifer plants,Potraviny rodu Umbelliferae,Rośliny z rodziny baldaszkowatych,Apiacées,Apiaceae,1,Allergene
1366299,allergen,"Glutenhaltiges Getreide, namentlich Dinkel, sowie daraus hergestellte Erzeugnisse","Obiloviny obsahující lepek, konkrétně špalda, a výrobky z nich","Cereals containing gluten, namely spelt, and products thereof","Obilniny obsahujúce glutén, konkrétne špalda a výrobky z nej",Zboża zawierające gluten (tj. orkisz) i produkty pochodne,"Céréales contenant du gluten, notamment l’épeautre, et produits dérivés","Cereali contenenti glutine, in particolare farro, e prodotti derivati",1,Allergene
2529669,allergen,Lupine und Sellerie und daraus gewonnene Erzeugnisse enthalten,Vlčí bob (lupina) a celer a výrobky z nich,"Contains lupin seeds, celeriac and products thereof",Obsahuje vlčí bôb a zeler a výrobky z nich,"Zawiera łubin, seler oraz ich produkty pochodne.","Contient du lupin, du céleri et des produits dérivés","Contiene lupini, sedano e prodotti da essi derivati",1,Allergene
1366295,allergen,"Glutenhaltiges Getreide, namentlich Weizen, sowie daraus hergestellte Erzeugnisse","Obiloviny obsahující lepek, konkrétně pšenice, a výrobky z nich","Cereals containing gluten, namely wheat, and products thereof","Obilniny obsahujúce glutén, konkrétne pšenicu a výrobky z nej",Zboża zawierające gluten (tj. pszenica) i produkty pochodne,"Céréales contenant du gluten, notamment le blé, et produits dérivés","Cereali contenenti glutine, in particolare il frumento, nonché prodotti da essi derivati",1,Allergene
1438967,allergen,"Haselnüsse, Sojalecithin, Gerstenmalzextrakt, Milch und daraus gewonnene Erzeugnisse einschließlich Laktose. Kann andere Schalenfrüchte enthalte","Lískové ořechy, sójový lecitin, výtažek z ječného sladu, mléko a výrobky z něj (včetně laktózy). Může obsahovat další skořápkové plody","Hazelnuts, soy lecithin, barley malt extract, milk and products thereof including lactose. May contain other nuts","Lieskové orechy, sójový lecitín, extrakt z jačmenného sladu, mlieko a mliečne výrobky (vrátane laktózy). Môže obsahovať iné škrupinové plody","Orzechy laskowe, lecytyna sojowa, ekstrakt słodu jęczmiennego, mleko i produkty pochodne, w tym laktoza Może zawierać inne owoce łupinowe.","Noisettes, lécithine de soja, extrait de malt d’orge, lait et produits dérivés, y compris lactose. Peut contenir d’autres fruits à coque","Nocciole, lecitina di soia, estratto di malto d'orzo, latte e prodotti derivati, compreso il lattosio. Può contenere altri tipi di frutta a guscio",1,Allergene
1420440,allergen,Kann enthalten: Milch und daraus gewonnene Erzeugnisse einschließlich Laktose,"Může obsahovat: mléko a výrobky z něj, včetně laktózy",May contain: Milk and products thereof including lactose,Môže obsahovať: Mlieko a mliečne produkty (vrátane laktózy),"Może zawierać mleko i produkty pochodne, w tym laktozę.","Peut contenir : lait et produits dérivés, y compris lactose","Può contenere: latte e prodotti derivati, compreso il lattosio",1,Allergene
1367556,allergen,Gluten,Lepek,Gluten,Lepok,Gluten,Gluten,Glutine,1,Allergene
2542851,allergen,"Enthält Nüsse, Sesam und Mandeln","Obsahuje ořechy, sezam a mandle","Contains nuts, sesame and almonds","Obsahuje orechy, sezam a mandle","Zawiera orzechy, sezam i migdały.","Contient des noix, du sésame et des amandes","Contiene frutta a guscio, sesamo e mandorle",1,Allergene
1409916,allergen,Schalenfrüchte und Nüsse,Skořápkové plody a ořechy,Nuts,Škrupinové plody a orechy,Owoce łupinowe i orzechy,Fruits à coque et noix,Frutta a guscio e noci,1,Allergene
1438965,allergen,"Enthält:|Milch|Lactose|Soja|Gerste. Kann Haselnüsse , Mandeln enthalten","Obsahuje:|mléko|laktózu|sóju|ječmen. Může obsahovat lískové ořechy, madle","Contains:|milk|lactose|soy|barley. May contain hazelnuts , almonds","Obsahuje:|Mlieko|Laktóza|Sója|Jačmeň. Môže obsahovať lieskové orechy, mandle",Zawiera alergeny: |mleko|laktoza|soja|jęczmień|. Może zawierać orzechy laskowe i migdały.,"Contient :|lait|lactose|soja|orge. Peut contenir des noisettes, des amandes","Contiene:|latte|lattosio|soia|orzo. Può contenere nocciole, mandorle",1,Allergene
1420443,allergen,Kann enthalten: Walnüsse sowie daraus hergestellte Erzeugnisse,Může obsahovat: vlašské ořechy a výrobky z nich,May contain: Walnuts and products thereof,Môže obsahovať: Vlašské orechy a výrobky z nich,Może zawierać orzechy włoskie i produkty pochodne.,Peut contenir : noix et produits dérivés,Può contenere: noci e prodotti derivati,1,Allergene
1453545,allergen,Zuckerkulör E150a,E150a - Jednoduchý karamel (kulér),Caramel colouring E150a,Jednoduchý karamel (kulér) E150a,Karmel E150a,Colorant caramel E150a,Caramello E150a,1,Allergene
1436813,allergen,"kann andere Schalenfrüchte, Erdnüsse, Ei, Lupine und Sesam enthalten","Může obsahovat jiné skořápkové plody, arašídy, vejce, vlčí bob a sezam","may contain other nuts, peanuts, egg, lupin and sesame seeds","Môže obsahovať iné škrupinové plody, arašidy, vajcia, vlčí bôb a sezam","Może zawierać inne owoce łupinowe, orzechy ziemne, jaja, łubin i sezam.","peut contenir d’autres fruits à coque, des arachides, des œufs, du lupin et du sésame","può contenere altra frutta a guscio, arachidi, uova, lupini e sesamo",1,Allergene
1370618,allergen,Schalenfrüchte,Skořápkové plody,Nuts,Škrupinové plody,Owoce łupinowe,Fruits à coque,Frutta a guscio,1,Allergene
1366308,allergen,Mandeln sowie daraus hergestellte Erzeugnisse,Mandle a výrobky z nich,Almonds and products thereof,Mandle a výrobky z nich,Migdały i produkty pochodne,Amandes et produits dérivés,Mandorle e prodotti derivati,1,Allergene
1366302,allergen,Eier und daraus gewonnene Erzeugnisse,Vejce a výrobky z nich,Eggs and products thereof,Vajcia a výrobky z nich,Jaja i produkty pochodne,œufs et produits dérivés,Uova e prodotti derivati,1,Allergene
1420448,allergen,Kann enthalten: Macadamianüsse sowie daraus hergestellte Erzeugnisse,Může obsahovat: makadamové ořechy a výrobky z nich,May contain: Macadamia nuts and products thereof,Môže obsahovať: Makadamové orechy a výrobky z nich,Może zawierać orzechy makadamia i produkty pochodne.,Peut contenir : noix de macadamia et produits dérivés,Può contenere: noci di macadamia e prodotti derivati,1,Allergene
2529397,allergen,"Spuren von Milch, Soja und Mandeln","Stopy mléka, sóji a mandlí","Traces of milk, soy and almonds","Stopy mlieka, sóje a mandlí","Zawiera śladowe ilości mleka, soi i migdałów.","Traces de lait, de soja et d’amandes","Tracce di latte, soia e mandorle",1,Allergene
1366305,allergen,Sojabohnen und daraus gewonnene Erzeugnisse,Sójové boby a výrobky z nich,Soybeans and products thereof,Sójové bôby a výrobky z nich,Soja i produkty pochodne,fèves de soja et produits dérivés,soia e prodotti derivati,1,Allergene
1366318,allergen,Sesamsamen und daraus gewonnene Erzeugnisse,Sezamová semínka a výrobky z nich,Sesame seeds and products thereof,Sezamové semienka a výrobky z nich,Nasiona sezamu i produkty pochodne,Graines de sésame et produits dérivés,Semi di sesamo e prodotti derivati,1,Allergene
1366313,allergen,Paranüsse sowie daraus hergestellte Erzeugnisse,Paraořechy a výrobky z nich,Brazil nuts and products thereof,Para orechy a výrobky z nich,Orzechy brazylijskie i produkty pochodne,noix du Brésil et produits dérivés,Noci del Brasile e prodotti derivati,1,Allergene
1366321,allergen,Lupinen und daraus gewonnene Erzeugnisse,Vlčí bob (lupina) a výrobky z něj,Lupin seeds and products thereof,Vlčí bôb a výrobky z neho,Łubin i produkty pochodne,lupins et produits dérivés,Lupini e prodotti derivati,1,Allergene
2529626,allergen,Spuren von Erdnüssen und Soja und daraus gewonnenes Soja-Lecithin enthalten,Obsahuje stopy arašídů a sóji a z ní získávaného sójového lecitinu,"Contains traces of peanuts, soy and soy lecithin made of soy",Obsahuje stopy arašidov a sóje a z nej získaný sójový lecitín,"Zawiera śladowe ilości orzechów ziemnych, soi oraz pochodzącej z niej lecytyny sojowej.",Contient des traces d’arachides et de soja et la lécithine de soja qui en est dérivée.,"Contiene tracce di arachidi e soia, oltre a prodotti derivati dalla lecitina di soia",1,Allergene
2529638,allergen,"Glutenhaltiges Getreide, namentlich Weizen und Gerste, enthalten sowie daraus gewonnene Erzeugnisse","Obiloviny obsahující lepek, konkrétně pšenice a ječmen, a výrobky z nich","Contains cereals containing gluten, namely wheat and barley, and products thereof","Obilniny obsahujúce glutén, konkrétne pšenicu a jačmeň a výrobky z nich","Zboża zawierające gluten (tj. pszenica, jęczmień) i produkty pochodne","Contient des céréales comportant du gluten, notamment du blé et de l’orge, et des produits dérivés","Contiene cereali contenenti glutine, in particolare frumento e orzo, e prodotti derivati",1,Allergene
2529579,allergen,Gluten enthalten,Obsahuje lepek,Contains gluten,Obsahuje glutén,Zawiera gluten.,Contient du gluten,Contiene glutine,1,Allergene
2529633,allergen,Spuren von Sellerie möglich,Může obsahovat stopy celeru,Traces of celeriac possible,Možné stopy zeleru,Może zawierać śladowe ilości selera.,Traces de céleri possibles,Possibili tracce di sedano,1,Allergene
1420434,allergen,"Kann enthalten: Glutenhaltiges Getreide, namentlich Kamut, sowie daraus hergestellte Erzeugnisse","Může obsahovat: obiloviny obsahující lepek, konkrétně pšenici Khorasan, a výrobky z nich","May contain: Cereals containing gluten, namely Khorasan wheat, and products thereof","Môže obsahovať: Obilniny obsahujúce glutén, konkrétne kamut a výrobky z neho",Może zawierać zboża zawierające gluten (tj. pszenica kamut) i produkty pochodne.,"Peut contenir : céréales contenant du gluten, notamment le blé khorasan, et produits dérivés","Può contenere: cereali contenenti glutine, in particolare kamut, e prodotti derivati",1,Allergene
2529560,allergen,"Eier: Spuren möglich, Gluten: enthalten, Milch: enthalten, Nuss: Spuren möglich, Sesam: enthalten, Soja: Spuren möglich","Vejce: může obsahovat stopová množství, lepek: obsažen, mléko: obsaženo, ořechy: může obsahovat stopová množství, sezam: obsažen, sója: může obsahovat stopová množství",Eggs: traces possible; contains: gluten; contains: milk nuts: traces possible contains: sesame soy: traces possible,"Vajcia: možné stopy, glutén: obsahuje, mlieko: obsahuje, orechy: možné stopy, sezam: obsahuje, sója: možné stopy","Jaja: możliwe śladowe ilości, gluten: zawiera, mleko: zawiera, orzechy: możliwe śladowe ilości, sezam: zawiera, soja: możliwe śladowe ilości.","Œufs : traces possibles, gluten : contenu, lait : contenu, noix : traces possibles, sésame : contenu, soja : traces possibles","Uova: possibili tracce, glutine: presente, latte: presente, frutta a guscio: possibili tracce, sesamo: presente, soia: Possibili tracce",1,Allergene
1366307,allergen,Laktose,Laktóza,Lactose,Laktóza,Laktoza,Lactose,Lattosio,1,Allergene
2529632,allergen,Spuren von Sesam möglich,Může obsahovat stopy sezamu,Traces of sesame possible,Možné stopy sezamu,Może zawierać śladowe ilości sezamu.,Traces possibles de sésame,Può contenere tracce di sesamo,1,Allergene
2542791,allergen,Spuren von Schalenfrüchten möglich,Může obsahovat stopy skořápkových plodů,Traces of nuts possible,Možné stopy škrupinových plodov,Może zawierać śladowe ilości owoców łupinowych.,Traces possibles de fruits à coque,Possibili tracce di noci,1,Allergene
1420454,allergen,Kann enthalten: Lupinen und daraus gewonnene Erzeugnisse,Může obsahovat: vlčí bob (lupina) a výrobky z něj,May contain: Lupin seeds and products thereof,Môže obsahovať: Vlčí bôb a výrobky z neho,Może zawierać łubin i produkty pochodne.,Peut contenir : lupins et produits dérivés,Può contenere: lupini e prodotti derivati,1,Allergene
1420430,allergen,"Kann enthalten: Glutenhaltiges Getreide, namentlich Roggen, sowie daraus hergestellte Erzeugnisse","Může obsahovat: obiloviny obsahující lepek, konkrétně žito, a výrobky z nich","May contain: Cereals containing gluten, namely rye, and products thereof","Môže obsahovať: Obilniny obsahujúce glutén, konkrétne raž a výrobky z nej",Może zawierać zboża glutenowe (tj. żyto) i produkty pochodne.,"Peut contenir : céréales contenant du gluten, notamment le seigle, et produits dérivés","Può contenere: cereali contenenti glutine, in particolare segale, e prodotti derivati",1,Allergene
1366298,allergen,"Glutenhaltiges Getreide, namentlich Hafer, sowie daraus hergestellte Erzeugnisse","Obiloviny obsahující lepek, konkrétně oves, a výrobky z nich","Cereals containing gluten, namely oats, and products thereof","Obilniny obsahujúce glutén, konkrétne ovos a výrobky z neho",Zboża zawierające gluten (tj. owies) i produkty pochodne,"Céréales contenant du gluten, notamment l’avoine, ainsi que les produits dérivés","Cereali contenenti glutine, in particolare avena, e prodotti derivati",1,Allergene
1440863,allergen,Enthält: Weizen und Weizenerzeugnisse,Obsahuje: Pšenici a výrobky z ní,Contains: Wheat and wheat products,Obsahuje pšenicu a pšeničné výrobky,Zawiera pszenicę i produkty pochodne.,Contient : blé et produits à base de blé,Contiene: frumento e derivati del frumento,1,Allergene
